"Any","Demarcació","Tipus de transport","Línia","Origen línia [Codi Municipi]","Origen línia [Municipi]","Origen línia [Codi Comarca]","Origen línia [Comarca]","Origen línia [Àmbit funcional]","Final línia [Codi Municipi]","Final línia [Municipi]","Final línia [Codi Comarca]","Final línia [Comarca]","Final línia [Àmbit funcional]","Operadora","Passatgers","Longitud WGS84 inici [Municipi]","Latitud WGS84 inici [Municipi]","Georeferència inici [Municipi]","Longitud WGS84 final [Municipi]","Latitud WGS84 final [Municipi]","Georeferència final [Municipi]"
"2022","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","742.570","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2022","Barcelona","Línia exprés - Corredor","e10","080193","Barcelona","13","Barcelonès","Metropolità","082671","Sentmenat","40","Vallès Occidental","Metropolità","Sagalés","581.100","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.136193226","41.60925884","POINT (2.136193226 41.60925884)"
"2022","Barcelona","Línia exprés - Corredor","e19","080193","Barcelona","13","Barcelonès","Metropolità","080039","Alella","21","Maresme","Metropolità","Sagalés","247.433","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.295144857","41.49384008","POINT (2.295144857 41.49384008)"
"2022","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA","473.380","2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2022","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","123.547","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2022","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi","338.482","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2022","Barcelona","Línia exprés - Corredor","e17","080193","Barcelona","13","Barcelonès","Metropolità","082956","Vallirana","11","Baix Llobregat","Metropolità","Soler i Sauret","1.257.425","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.931881445","41.38805611","POINT (1.931881445 41.38805611)"
"2022","Barcelona","Línia exprés - Corredor","e1","080193","Barcelona","13","Barcelonès","Metropolità","081878","Sabadell","40","Vallès Occidental","Metropolità","Marfina","190.710","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2022","Barcelona","Línia exprés - Corredor","e11.2","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró Nord","21","Maresme","Metropolità","Casas","590.443","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2022","Barcelona","Línia exprés - Corredor","e9","080193","Barcelona","13","Barcelonès","Metropolità","080333","Caldes de Montbui","41","Vallès Oriental","Metropolità","Sagalés","2.080.787","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.162240112","41.63459072","POINT (2.162240112 41.63459072)"
"2022","Barcelona","Línia exprés - Corredor","e8-nit","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","4.395","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2022","Barcelona","Línia exprés - Corredor","e14","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sant Pere de Ribes","17","Garraf","Penedès","Cintoi","345.452","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.772114573","41.26230332","POINT (1.772114573 41.26230332)"
"2022","Barcelona","Línia exprés - Corredor","e12","080193","Barcelona","13","Barcelonès","Metropolità","082981","Vic","24","Osona","Comarques Centrals","Sagalés","473.336","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.254264193","41.92996761","POINT (2.254264193 41.92996761)"
"2022","Girona","Clic.cat","Ripollès","170391","Camprodon","31","Ripollès","Comarques Gironines","170391","Camprodon","31","Ripollès","Comarques Gironines","TEISA","1.089","2.36507986","42.3128602","POINT (2.36507986 42.3128602)","2.36507986","42.3128602","POINT (2.36507986 42.3128602)"
"2022","Barcelona","Clic.cat","Les Comes","081022","Igualada","6","Anoia","Penedès","083020","Vilanova del Camí","6","Anoia","Penedès","TGO Masats","10.205","1.617581375","41.57871621","POINT (1.617581375 41.57871621)","1.634199238","41.57225855","POINT (1.634199238 41.57225855)"
"2022","Barcelona","Clic.cat","Alta Segarra","080312","Calaf","6","Anoia","Comarques Centrals","082286","Sant Martí Sesgueioles","6","Anoia","Comarques Centrals","Mancomunitat Alta Segarra","1.383","1.511278933","41.73406648","POINT (1.511278933 41.73406648)","1.488163253","41.7020122","POINT (1.488163253 41.7020122)"
"2022","Girona","Clic.cat","Gironès","170792","Girona","20","Gironès","Comarques Gironines","171729","Sant Martí de Llémena","20","Gironès","Comarques Gironines","TEISA","4.824","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.647611077","42.0361542","POINT (2.647611077 42.0361542)"
"2022","Lleida","Clic.cat","Les Garrigues","250582","Les Borges Blanques","18","Garrigues","Ponent","252265","Torrebesses","33","Segrià","Ponent","ALSA","19.046","0.867697307","41.51864569","POINT (0.867697307 41.51864569)","0.594026858","41.42626107","POINT (0.594026858 41.42626107)"
"2022","Lleida","Clic.cat","Segarra","250729","Cervera","32","Segarra","Ponent","250729","Cervera","32","Segarra","Ponent","Cots Alsina","22.996","1.27125747","41.66580832","POINT (1.27125747 41.66580832)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2022","Girona","Clic.cat","Garrotxa","171143","Olot","19","Garrotxa","Comarques Gironines","172076","La Vall d'en Bas","19","Garrotxa","Comarques Gironines","TEISA","6.377","2.484354623","42.18318266","POINT (2.484354623 42.18318266)","2.459160667","42.11769812","POINT (2.459160667 42.11769812)"
"2022","Girona","Clic.cat","Pla de l'Estany","170157","Banyoles","28","Pla de l'Estany","Comarques Gironines","170715","Fontcoberta","28","Pla de l'Estany","Comarques Gironines","TEISA","2.755","2.763796776","42.11639909","POINT (2.763796776 42.11639909)","2.789517726","42.14286976","POINT (2.789517726 42.14286976)"
"2022","Barcelona","Clic.cat","Can Sunyer","081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","Soler i Sauret","9.600","1.971403604","41.44999966","POINT (1.971403604 41.44999966)","1.89951114","41.45005532","POINT (1.89951114 41.45005532)"
"2021","Tarragona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5.989",,,,,,
"2021","Barcelona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.800",,,,,,
"2021","Girona","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.074",,,,,,
"2021","Lleida","Resta de transport a la demanda","Altres TAD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","45.513",,,,,,
"2021","Lleida","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","747.014",,,,,,
"2021","Tarragona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.870.459",,,,,,
"2021","Girona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.449.338",,,,,,
"2021","Barcelona","Resta de busos interurbans","Altres interurbans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21.733.392",,,,,,
"2021","Lleida","Línia exprés - Corredor","e1","251207","Lleida","33","Segrià","Ponent","250729","Cervera","32","Segarra","Ponent","ALSA","196.353","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","1.27125747","41.66580832","POINT (1.27125747 41.66580832)"
"2021","Tarragona","Línia exprés - Corredor","e7","431482","Tarragona","36","Tarragonès","Camp de Tarragona","430385","Cambrils","8","Baix Camp","Camp de Tarragona","Plana","150.672","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.057802277","41.07103393","POINT (1.057802277 41.07103393)"
"2021","Barcelona","Línia exprés - Corredor","e16","080193","Barcelona","13","Barcelonès","Metropolità","NA","Sitges","17","Garraf","Penedès","Cintoi","290.913","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.811838248","41.23508519","POINT (1.811838248 41.23508519)"
"2021","Barcelona","Línia exprés - Corredor","e8","080193","Barcelona","13","Barcelonès","Metropolità","080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","Autocorb","845.426","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.927701004","41.41610239","POINT (1.927701004 41.41610239)"
"2021","Barcelona","Línia exprés - Corredor","e24","080193","Barcelona","13","Barcelonès","Metropolità","080765","Esparreguera","11","Baix Llobregat","Metropolità","Hispano Igualadina",,"2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.870708537","41.53896619","POINT (1.870708537 41.53896619)"
"2021","Tarragona","Línia exprés - Corredor","e2","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431613","Valls","1","Alt Camp","Camp de Tarragona","Plana","120.486","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.247623975","41.28430482","POINT (1.247623975 41.28430482)"
"2021","Girona","Línia exprés - Corredor","e2","170792","Girona","20","Gironès","Comarques Gironines","171997","l'Estartit (per Torroella)","10","Baix Empordà","Comarques Gironines","AMPSA","100.952","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.12637678","42.04101493","POINT (3.12637678 42.04101493)"
"2021","Barcelona","Línia exprés - Corredor","e1","080193","Barcelona","13","Barcelonès","Metropolità","081878","Sabadell","40","Vallès Occidental","Metropolità","Marfina","122.008","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2021","Barcelona","Línia exprés - Corredor","e2.1","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","85.867","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2021","Barcelona","Línia exprés - Corredor","e7-e21-e26","080193","Barcelona","13","Barcelonès","Metropolità",,"Vall de Tenes","41","Vallès Oriental","Vall de Tenes","Sagalés","1.497.799","2.177241106","41.38240539","POINT (2.177241106 41.38240539)",,,
"2021","Barcelona","Línia exprés - Corredor","e18","080193","Barcelona","13","Barcelonès","Metropolità","082401","Sant Sadurní d'Anoia","3","Alt Penedès","Penedès","Hispano Llacunense","174.896","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.787300544","41.42421161","POINT (1.787300544 41.42421161)"
"2021","Girona","Línia exprés - Corredor","e4","170792","Girona","20","Gironès","Comarques Gironines","170950","Lloret de Mar (per Vidreres)","34","Selva","Comarques Gironines","Sagalés","197.223","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.847602852","41.69861565","POINT (2.847602852 41.69861565)"
"2021","Tarragona","Línia exprés - Corredor","e1","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431634","Vendrell (per Torredembarra)","12","Baix Penedès","Penedès","Autocars del Penedès","457.208","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.53509551","41.22012232","POINT (1.53509551 41.22012232)"
"2021","Barcelona","Línia exprés - Corredor","e13","081213","Mataró","21","Maresme","Metropolità","081878","Sabadell (per Granollers)","40","Vallès Occidental","Metropolità","Sagalés","548.525","2.444896864","41.5398099","POINT (2.444896864 41.5398099)","2.108551925","41.54637803","POINT (2.108551925 41.54637803)"
"2021","Tarragona","Línia exprés - Corredor","e4","431482","Tarragona","36","Tarragonès","Camp de Tarragona","431233","Reus","8","Baix Camp","Camp de Tarragona","Hispano Igualadina","753.620","1.254358212","41.11743424","POINT (1.254358212 41.11743424)","1.108491969","41.15501639","POINT (1.108491969 41.15501639)"
"2021","Girona","Línia exprés - Corredor","e6","170669","Figueres","2","Alt Empordà","Comarques Gironines","171523","Roses","2","Alt Empordà","Comarques Gironines","SARFA","344.036","2.960886614","42.2672096","POINT (2.960886614 42.2672096)","3.174927346","42.26340849","POINT (3.174927346 42.26340849)"
"2021","Lleida","Línia exprés - Corredor","e2","251207","Lleida","33","Segrià","Ponent","250138","Alfarràs","33","Segrià","Ponent","Gamón","248.724","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.56965673","41.82999269","POINT (0.56965673 41.82999269)"
"2021","Girona","Línia exprés - Corredor","e1","170792","Girona","20","Gironès","Comarques Gironines","171143","Olot","19","Garrotxa","Comarques Gironines","TEISA","93.131","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.484354623","42.18318266","POINT (2.484354623 42.18318266)"
"2021","Girona","Línia exprés - Corredor","e3","170792","Girona","20","Gironès","Comarques Gironines","171175","Palafrugell (per Palamós)","10","Baix Empordà","Comarques Gironines","SARFA","499.209","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","3.164065976","41.91495458","POINT (3.164065976 41.91495458)"
"2021","Barcelona","Línia exprés - Corredor","e11.1","080193","Barcelona","13","Barcelonès","Metropolità","081213","Mataró","21","Maresme","Metropolità","Casas","778.317","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.444896864","41.5398099","POINT (2.444896864 41.5398099)"
"2021","Tarragona","Línia exprés - Corredor","e5","431233","Reus","8","Baix Camp","Camp de Tarragona","439057","Salou","36","Tarragonès","Camp de Tarragona","Plana","361.862","1.108491969","41.15501639","POINT (1.108491969 41.15501639)","1.133565772","41.08117674","POINT (1.133565772 41.08117674)"
"2021","Girona","Línia exprés - Corredor","e5","170792","Girona","20","Gironès","Comarques Gironines","170097","Arbúcies (per Sta. Coloma Farners i St. Hilari)","34","Selva","Comarques Gironines","TEISA","186.949","2.824865628","41.98315544","POINT (2.824865628 41.98315544)","2.513754625","41.81600431","POINT (2.513754625 41.81600431)"
"2021","Barcelona","Línia exprés - Corredor","e6","080193","Barcelona","13","Barcelonès","Metropolità","083054","Vilafranca del Penedès","3","Alt Penedès","Penedès","Hispano Igualadina","260.727","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.697222865","41.34649761","POINT (1.697222865 41.34649761)"
"2021","Barcelona","Línia exprés - Corredor","e23","080193","Barcelona","13","Barcelonès","Metropolità","081477","Olesa de Montserrat","11","Baix Llobregat","Metropolità","Hispano Igualadina","83.624","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","1.893900541","41.54350594","POINT (1.893900541 41.54350594)"
"2021","Barcelona","Línia exprés - Corredor","e2.2","080193","Barcelona","13","Barcelonès","Metropolità","082798","Terrassa","40","Vallès Occidental","Metropolità","Marfina","21.696","2.177241106","41.38240539","POINT (2.177241106 41.38240539)","2.010294804","41.56295878","POINT (2.010294804 41.56295878)"
"2021","Lleida","Línia exprés - Corredor","e6","251207","Lleida","33","Segrià","Ponent","250582","Les Borges Blanques","18","Garrigues","Ponent","ALSA","27.963","0.626842574","41.61473059","POINT (0.626842574 41.61473059)","0.86916301","41.5206285","POINT (0.86916301 41.5206285)"
